clause_id,file_name,paragraph_index,agreement_type,clause_type,matched_keywords,match_count,match_score,confidence,char_len,token_count,clause_text
94c59102-875f-474a-8103-b4a4321f7284,nda_01.txt,30,employment,obligations,shall,1,0.125,low,503,65,"I/we __________________________________[Name, Designation] the authorized representative of _______________________________________ [Organisation, Address] I have read the policy and understand that any Confidential Information that I/we will learn about DRDO-DTDF or information about any third party, as a result of being a part of the application process of a project with Technology Development Fund, DRDO shall be protected, during the Term of this Agreement and thereafter, through non-disclosure."
ba5aae8d-9de7-4774-89df-a3b2c47126aa,nda_01.txt,30,employment,confidentiality,confidential;non-disclosure,2,0.2857142857142857,medium,503,65,"I/we __________________________________[Name, Designation] the authorized representative of _______________________________________ [Organisation, Address] I have read the policy and understand that any Confidential Information that I/we will learn about DRDO-DTDF or information about any third party, as a result of being a part of the application process of a project with Technology Development Fund, DRDO shall be protected, during the Term of this Agreement and thereafter, through non-disclosure."
5f1fa6da-144d-4ca4-9f45-d450af5885e1,nda_01.txt,31,employment,confidentiality,confidential,1,0.14285714285714285,low,134,17,"The disclosure, distribution, electronic transmission or copying of such Confidential Information is prohibited and punishable by law."
c17dddeb-f9c1-4d5a-82d6-480db5d1cdf5,nda_01.txt,32,employment,confidentiality,confidential,1,0.14285714285714285,low,232,33,"Any employee, personnel, vendor, or any other person, who discloses confidential information will be subject to disciplinary action, even if the Industry/ Individual does not actually benefit from the disclosure of such information."
112f036c-86bd-4cce-91fc-ab8c629f63fa,nda_01.txt,34,employment,obligations,shall,1,0.125,low,357,58,"For the sake of clarity, it is reiterated that all affiliates of the recipient party and all directors, officers, employees, agents and representatives of a recipient party or its affiliates shall be included within the definition of the term “recipient party” for purposes of this Agreement and shall be bound by the terms and conditions of this Agreement."
3ee46c1f-ae84-45bd-8a66-81bee5645a09,nda_01.txt,35,employment,obligations,shall,1,0.125,low,104,18,The recipient party shall be responsible for any breaches of this Agreement by any of its affiliates and
94d3db35-5d37-423a-be75-9d262e5c3e87,nda_01.txt,39,employment,notice_period,notice;written notice,2,0.2222222222222222,low,551,84,"In the event that either party is requested or required (by oral questions, interrogations, requests for information or documents in legal proceedings, civil investigations or other similar process or by any law, rule or regulation of any governmental agency or regulatory authority) to disclose any of the Confidential Information, such party shall provide the other party with prompt written notice of any such request or requirement so that such other party may seek appropriate remedy and/or waive compliance with the provisions of this Agreement."
a5d4bc62-122b-408d-9ef7-b620dcde0cb0,nda_01.txt,39,employment,obligations,shall,1,0.125,low,551,84,"In the event that either party is requested or required (by oral questions, interrogations, requests for information or documents in legal proceedings, civil investigations or other similar process or by any law, rule or regulation of any governmental agency or regulatory authority) to disclose any of the Confidential Information, such party shall provide the other party with prompt written notice of any such request or requirement so that such other party may seek appropriate remedy and/or waive compliance with the provisions of this Agreement."
b5f53d8f-ff52-4867-a116-a2678d39f806,nda_01.txt,39,employment,confidentiality,confidential,1,0.14285714285714285,low,551,84,"In the event that either party is requested or required (by oral questions, interrogations, requests for information or documents in legal proceedings, civil investigations or other similar process or by any law, rule or regulation of any governmental agency or regulatory authority) to disclose any of the Confidential Information, such party shall provide the other party with prompt written notice of any such request or requirement so that such other party may seek appropriate remedy and/or waive compliance with the provisions of this Agreement."
ed588390-e7ce-4389-a40c-868ef483a315,nda_01.txt,40,employment,obligations,shall,1,0.125,low,706,106,"If, in the absence of a protective order or other remedy or the receipt of a waiver, and if one party is nonetheless, legally compelled to disclose Confidential Information, such party may, without liability hereunder, disclose to such court or tribunal only that portion of the Confidential Information which such counsel advises it is legally required to be disclosed, provided that such party shall use its best efforts to preserve the confidentiality of the Confidential Information, including, without limitation, by cooperating with the other party to obtain an appropriate remedy or other reliable assurance that confidential treatment will be afforded the Confidential Information by such tribunal."
f9ddc6e1-7bb8-4fd4-9846-03d8f6e68c5c,nda_01.txt,40,employment,leave_policy,absence,1,0.1,low,706,106,"If, in the absence of a protective order or other remedy or the receipt of a waiver, and if one party is nonetheless, legally compelled to disclose Confidential Information, such party may, without liability hereunder, disclose to such court or tribunal only that portion of the Confidential Information which such counsel advises it is legally required to be disclosed, provided that such party shall use its best efforts to preserve the confidentiality of the Confidential Information, including, without limitation, by cooperating with the other party to obtain an appropriate remedy or other reliable assurance that confidential treatment will be afforded the Confidential Information by such tribunal."
8dc1bbbc-1556-4d4b-9119-48e027c3436e,nda_01.txt,40,employment,confidentiality,confidential,1,0.14285714285714285,low,706,106,"If, in the absence of a protective order or other remedy or the receipt of a waiver, and if one party is nonetheless, legally compelled to disclose Confidential Information, such party may, without liability hereunder, disclose to such court or tribunal only that portion of the Confidential Information which such counsel advises it is legally required to be disclosed, provided that such party shall use its best efforts to preserve the confidentiality of the Confidential Information, including, without limitation, by cooperating with the other party to obtain an appropriate remedy or other reliable assurance that confidential treatment will be afforded the Confidential Information by such tribunal."
42435926-0ac0-4a82-a2e8-e242f3366bf9,nda_01.txt,40,service,warranties,assurance,1,0.2,low,706,106,"If, in the absence of a protective order or other remedy or the receipt of a waiver, and if one party is nonetheless, legally compelled to disclose Confidential Information, such party may, without liability hereunder, disclose to such court or tribunal only that portion of the Confidential Information which such counsel advises it is legally required to be disclosed, provided that such party shall use its best efforts to preserve the confidentiality of the Confidential Information, including, without limitation, by cooperating with the other party to obtain an appropriate remedy or other reliable assurance that confidential treatment will be afforded the Confidential Information by such tribunal."
41fac83e-ccd9-45f4-a700-570da9d7002b,nda_01.txt,40,service,indemnity,liability,1,0.2,low,706,106,"If, in the absence of a protective order or other remedy or the receipt of a waiver, and if one party is nonetheless, legally compelled to disclose Confidential Information, such party may, without liability hereunder, disclose to such court or tribunal only that portion of the Confidential Information which such counsel advises it is legally required to be disclosed, provided that such party shall use its best efforts to preserve the confidentiality of the Confidential Information, including, without limitation, by cooperating with the other party to obtain an appropriate remedy or other reliable assurance that confidential treatment will be afforded the Confidential Information by such tribunal."
d9be6a7d-3965-4929-89cd-8782eade32c3,nda_01.txt,42,employment,obligations,shall,1,0.125,low,450,77,"All information provided by I/we in the Undertaking shall be true and correct in all respects as of the date of this Undertaking, and (save in the cases of any special circumstances for which I/we shall intimate TDF at the earliest) shall remain true and correct from the date of this Undertaking to such date that the project under the Scheme is completed and the product and related documentation delivered in accordance with the terms agreed upon."
dd872ea3-cec4-4315-9979-0d91dd738a9a,nda_01.txt,43,employment,obligations,shall,1,0.125,low,112,16,"Notwithstanding anything in this undertaking, each clause and information provided shall be read to be severable"
fc6c1964-f36c-4491-91ac-33c3205b299b,nda_02.txt,6,employment,obligations,responsibility,1,0.125,low,724,113,"7 Forward 8 Executive Summary 10 Flow Chart 14 Category-A 15 Chapter 1- General Provisions, Requirement and Responsibility  Scope  Authority  Responsibility of Management & employees 16 Chapter 2 – Security Organization and Personnel Security  Company Chief Security Officer (CCSO)  Cyber Information Security Officer (CISO)  Security Staff  Responsibilities and duties of CCSO  Reporting procedures  Personnel Security 18 Chapter 3 – Security of Premises and Physical Security Measures  Physical Security Measures  Layout of Premises  Reception Office & Visitors  Material Gate  Watch Tower  Setting up of Plant Security Council  Identity Badges, Entry Passes for personnel /vehicle and Parking of Vehicles."
d887f391-7ccd-4c44-a131-a8f5c70aeca4,nda_02.txt,6,service,scope_of_work,responsibilities,1,0.16666666666666666,low,724,113,"7 Forward 8 Executive Summary 10 Flow Chart 14 Category-A 15 Chapter 1- General Provisions, Requirement and Responsibility  Scope  Authority  Responsibility of Management & employees 16 Chapter 2 – Security Organization and Personnel Security  Company Chief Security Officer (CCSO)  Cyber Information Security Officer (CISO)  Security Staff  Responsibilities and duties of CCSO  Reporting procedures  Personnel Security 18 Chapter 3 – Security of Premises and Physical Security Measures  Physical Security Measures  Layout of Premises  Reception Office & Visitors  Material Gate  Watch Tower  Setting up of Plant Security Council  Identity Badges, Entry Passes for personnel /vehicle and Parking of Vehicles."
f139066e-64ba-4208-9853-4985b9f3ae18,nda_02.txt,6,service,force_majeure,,0,0.0,low,724,113,"7 Forward 8 Executive Summary 10 Flow Chart 14 Category-A 15 Chapter 1- General Provisions, Requirement and Responsibility  Scope  Authority  Responsibility of Management & employees 16 Chapter 2 – Security Organization and Personnel Security  Company Chief Security Officer (CCSO)  Cyber Information Security Officer (CISO)  Security Staff  Responsibilities and duties of CCSO  Reporting procedures  Personnel Security 18 Chapter 3 – Security of Premises and Physical Security Measures  Physical Security Measures  Layout of Premises  Reception Office & Visitors  Material Gate  Watch Tower  Setting up of Plant Security Council  Identity Badges, Entry Passes for personnel /vehicle and Parking of Vehicles."
02ab52b6-5de6-4276-a01c-cd2a7cba3cf2,nda_02.txt,7,service,force_majeure,,0,0.0,low,342,55, Key of the organization  Late sitting in Office  Photography  Carriage of weapons  Carriage of liquor  Security measures for Sensitive / Secure/ storage areas for classified equipment  Building Security  Emergency response/contingency plan 23 Chapter 4 - Material Security  Incoming & Outgoing Material  Inward Material Register 31
d7ce83e0-0d7c-4775-9b0f-d2765848ccca,nda_02.txt,9,employment,obligations,responsibility,1,0.125,low,1440,219," Material Gate Pass Register  Material Gate Pass  Description of Material Gate Pass  Authority  Secret Documents  Material brought out on cash purchase basis  Transportation of Explosive & other classified materials Chapter 5 – Handling of Documents & Equipments  Security classification of Documents & Equipments  Aims & objectives of Document Security  Classification of Documents & Equipments  Guidelines on Classifications  Marking of Classified Documents& Equipments  Accounting of Classified Documents and Equipments  List of Documents, Checks & Annual accounting  Care& Custody of Classified Documents and Equipments and responsibility of holders  Emergency Procedures  Disclosure  Downgrading, Disposal & Destruction of Classified Documents and Equipments 35 Chapter 6 – Communication Security  Telephone  Cell or Mobile Phones /Data Cards /Voice Modems  Fax Communications 52 Chapter 7 - Computer and Cyber Security (Information Systems Security)  General  ISO 27001  Common Requirements  Enterprise Resource Planning  Physical and software security  Acquisition of Computer hardware and software  Miscellaneous aspects  Guidelines for computer users and operators  Instructions on use of Internet within classified area / zone 55 Chapter 8 – Subcontracting  General  Engagement of Consultants/Advisers  Audit Recommendations 71 Chapter 9 - International Security  General  Import of equipment 72"
1470d031-2a9e-474a-9f4c-ffaf42d88c34,nda_02.txt,9,service,force_majeure,,0,0.0,low,1440,219," Material Gate Pass Register  Material Gate Pass  Description of Material Gate Pass  Authority  Secret Documents  Material brought out on cash purchase basis  Transportation of Explosive & other classified materials Chapter 5 – Handling of Documents & Equipments  Security classification of Documents & Equipments  Aims & objectives of Document Security  Classification of Documents & Equipments  Guidelines on Classifications  Marking of Classified Documents& Equipments  Accounting of Classified Documents and Equipments  List of Documents, Checks & Annual accounting  Care& Custody of Classified Documents and Equipments and responsibility of holders  Emergency Procedures  Disclosure  Downgrading, Disposal & Destruction of Classified Documents and Equipments 35 Chapter 6 – Communication Security  Telephone  Cell or Mobile Phones /Data Cards /Voice Modems  Fax Communications 52 Chapter 7 - Computer and Cyber Security (Information Systems Security)  General  ISO 27001  Common Requirements  Enterprise Resource Planning  Physical and software security  Acquisition of Computer hardware and software  Miscellaneous aspects  Guidelines for computer users and operators  Instructions on use of Internet within classified area / zone 55 Chapter 8 – Subcontracting  General  Engagement of Consultants/Advisers  Audit Recommendations 71 Chapter 9 - International Security  General  Import of equipment 72"
7ec60537-f84f-48b0-8269-535257f3de5e,nda_02.txt,11,service,force_majeure,,0,0.0,low,60,11, Warning to Consignees  Movement  Handing and Taking Over
194466b3-78b9-4d66-8333-345ecb8692bd,nda_02.txt,12,employment,obligations,responsibility,1,0.125,low,961,146,"Chapter 10 – Visits and Meetings  Visits of foreign national(s)  Meetings  Request from ILDC to attend classified meetings 74 Chapter 11 – Training  General  Security briefing  Refresher Training  Security training of Vendors/Contractors and Casual Labourers  Training of project work Trainees 77 Chapter 12 – Miscellaneous  Publicity and Photography  Trials and Demonstration  Rejects and Salvage  Disaster Management  Internal Security Audit  Action on Completion of Audit  Penalty for Non Compliance  External Security Audit  Penalty for Non-compliance of security guidelines by ILDC  Alternate Power Source  Investigations of compromising emanations  Retention of Classified Documents Generated Under In-house R&D Efforts  Classified Waste Management  Waste Management  Compliance Statement 79 Category –B 83 Chapter 1- General Provisions, Requirement and Responsibility  Scope  Authority  Responsibility of Management & employees."
48f5dc08-9a7c-4c32-bfb5-c843b1e7a845,nda_02.txt,13,service,scope_of_work,responsibilities,1,0.16666666666666666,low,221,36,84 Chapter 2 – Security Organization and Personnel Security  Security Head  Responsibilities and duties of Security Head  Action to be taken when breach of security occurs  Reporting procedures  Personnel Security 85
ae53f2e6-b73a-49fe-81e5-ff813ec1ffc8,nda_02.txt,15,service,force_majeure,,0,0.0,low,444,70," Verification of Character & Antecedents Chapter 3– Security of Premises and Physical Security Measures  Physical Security Measures  Perimetric, Access Control & Security Personnel  Labour passes  Token Labouer  Vehicle Stickers  Visitors  Keys Management  Photography 87 Chapter 4 - Material Security  Incoming & outgoing material gate pass  Inward Material register  Material Gate pass Register  Description of Material Gate Pass"
ee8689a4-1e20-47f8-a481-f2f09b87a1cc,nda_02.txt,16,employment,obligations,responsibility,1,0.125,low,489,73,"88 Chapter 5 – Document and Equipment Security  Security classification of Documents & Equipments  Guidelines on Classifications  Care& Custody of Classified Documents and Equipments and responsibility of holders  Downgrading, Disposal & Destruction of Classified Documents and Equipments 90 Chapter 6 – Communication Security  Cell or Mobile Phones  Telephones  Fax Communications 91 Chapter 7 - Computer Security  General  Security for Personal Computers, Laptops, Desktops etc."
7232c7f5-c32c-49ed-a5c3-30a5cec72bb0,nda_02.txt,17,employment,termination,termination,1,0.09090909090909091,low,318,49, Network Security  Application Protection  Data Leakage Prevention  Guidelines for computer users and operators  Instructions on use of Internet within classified area / zone 92 Chapter 8 – Subcontracting  General  Termination/ Banning of Subcontract  Penalty for Non-compliance of security guidelines by ILDC.
937ac02f-378d-488e-911f-76dc8df23e32,nda_02.txt,20,employment,obligations,responsibility,1,0.125,low,141,20,"Category –C 105 Chapter 1- General Provisions, Requirement and Responsibility  Scope  Authority  Responsibility of Management & employees."
e3cd61e5-934c-4267-91fb-226836d7431d,nda_02.txt,21,service,scope_of_work,responsibilities,1,0.16666666666666666,low,938,147,"106 Chapter 2 – Security Organization and Personnel Security  Security Head  Responsibilities and duties of Security Head  Action to be taken when breach of security occurs  Reporting procedures  Personnel Security  Verification of Character & Antecedents 107 Chapter 3 – Security of Premises and Physical Security Measures  Physical Security Measures  Perimetric, Access Control & Security Personnel  Token Labourer  Keys Management 108 Chapter 4 - Material Security  Incoming & outgoing material gate pass  Inward Material register  Material Gate pass Register 109 Chapter 5 – Document and Material Security  Classification of documents  Guidelines on Classifications  Care & Custody of Documents & Materials 110 Chapter 6 – Communication Security  Telephones  Fax Communications 111 Chapter 7 - Computer Security  General  Cyber Information Security Officer  Security for Personal Computers, Laptops, Desktops etc."
040dfa94-bbd3-4fa0-9feb-4600394f8aeb,nda_02.txt,21,service,force_majeure,,0,0.0,low,938,147,"106 Chapter 2 – Security Organization and Personnel Security  Security Head  Responsibilities and duties of Security Head  Action to be taken when breach of security occurs  Reporting procedures  Personnel Security  Verification of Character & Antecedents 107 Chapter 3 – Security of Premises and Physical Security Measures  Physical Security Measures  Perimetric, Access Control & Security Personnel  Token Labourer  Keys Management 108 Chapter 4 - Material Security  Incoming & outgoing material gate pass  Inward Material register  Material Gate pass Register 109 Chapter 5 – Document and Material Security  Classification of documents  Guidelines on Classifications  Care & Custody of Documents & Materials 110 Chapter 6 – Communication Security  Telephones  Fax Communications 111 Chapter 7 - Computer Security  General  Cyber Information Security Officer  Security for Personal Computers, Laptops, Desktops etc."
13eb2aa2-3fed-4c2e-babe-9d8d0ba92e0d,nda_02.txt,22,employment,termination,termination,1,0.09090909090909091,low,190,28, Application Protection  Data Leakage Prevention 111 Chapter 8 – Subcontracting  General  Termination/ Banning of Subcontract  Penalty for Non-compliance of security guidelines by ILDC.
a588f33e-5783-4a92-885a-940a3ccbcb89,nda_02.txt,25,employment,confidentiality,confidential,1,0.14285714285714285,low,1650,244,"1 ANPR Automatic Number Plate Recognition A.2 CCSO Company Chief Security Officer A.3 CCTV Closed Circuit TV A.4 CEO Chief Executive Officer A.5 CERT-IN Computer Emergency Response Team - India A.6 CISF Central Industrial Security Force A.7 CMD Chairman and Managing Director A.8 CONFD Confidential A.9 COTS Commercial Of The Shelf A.10 CPMF Central Para Military Force A.11 CrPC Criminal Proceeding Code A.12 CSA Competent Security Authority A.13 CISO Cyber Information Security Officer A.14 DDP Department of Defence Production A.15 DFMD Door Framed Metal Detector A.16 DGR Director General of Resettlement A.17 DIPP Department of Industrial Policy and Promotion A.18 DPSU Defense Public Sector Undertaking A.19 DSA Designated Security Agency A.20 DSC Defence Security Corps A.21 GSM Global System Monitoring A.22 HQ Head Quarters A.23 IB Intelligence Bureau A.24 ID Identification Card A.25 IDR Industries Development & Regulations Act A.26 ILDC Indian Licensed Defense Company A.27 IPC Indian Penal Code A.28 IPS Internet Protocol Security A.29 IR&D In-house Research and Development A.30 LAN Local Area Network A.31 MFO Multi Facility Organization A.32 MHA Ministry of Home Affairs A.33 MOD Ministry of Defense A.34 NCIIPC National Critical Information Infrastructure Protection Center A.35 NSA National Security Authority A.36 OEM Original Equipment Manufacturer A.37 OFB Ordnance Factory Board A.38 OSA Official Secrets Act A.39 PC Personal Computer A.40 PSARA Private Security Agencies (Regulations) Act, 2005 A.41 QA Quality Assurance A.42 RAX Rural Automatic Exchange A.43 RESTD Restricted A.44 TOP SEC Top Secret A.45 WAN Wide Area Network"
3c349df0-1a72-44bf-a9c9-b27aa1feeffa,nda_02.txt,25,service,warranties,assurance,1,0.2,low,1650,244,"1 ANPR Automatic Number Plate Recognition A.2 CCSO Company Chief Security Officer A.3 CCTV Closed Circuit TV A.4 CEO Chief Executive Officer A.5 CERT-IN Computer Emergency Response Team - India A.6 CISF Central Industrial Security Force A.7 CMD Chairman and Managing Director A.8 CONFD Confidential A.9 COTS Commercial Of The Shelf A.10 CPMF Central Para Military Force A.11 CrPC Criminal Proceeding Code A.12 CSA Competent Security Authority A.13 CISO Cyber Information Security Officer A.14 DDP Department of Defence Production A.15 DFMD Door Framed Metal Detector A.16 DGR Director General of Resettlement A.17 DIPP Department of Industrial Policy and Promotion A.18 DPSU Defense Public Sector Undertaking A.19 DSA Designated Security Agency A.20 DSC Defence Security Corps A.21 GSM Global System Monitoring A.22 HQ Head Quarters A.23 IB Intelligence Bureau A.24 ID Identification Card A.25 IDR Industries Development & Regulations Act A.26 ILDC Indian Licensed Defense Company A.27 IPC Indian Penal Code A.28 IPS Internet Protocol Security A.29 IR&D In-house Research and Development A.30 LAN Local Area Network A.31 MFO Multi Facility Organization A.32 MHA Ministry of Home Affairs A.33 MOD Ministry of Defense A.34 NCIIPC National Critical Information Infrastructure Protection Center A.35 NSA National Security Authority A.36 OEM Original Equipment Manufacturer A.37 OFB Ordnance Factory Board A.38 OSA Official Secrets Act A.39 PC Personal Computer A.40 PSARA Private Security Agencies (Regulations) Act, 2005 A.41 QA Quality Assurance A.42 RAX Rural Automatic Exchange A.43 RESTD Restricted A.44 TOP SEC Top Secret A.45 WAN Wide Area Network"
d633bf69-f22a-44ec-b3e7-6dc0e071f192,nda_02.txt,31,employment,obligations,shall,1,0.125,low,497,84,The Industrial Licence contains a Footnote to the effect that detailed instructions issued by the Ministry of Defence (Department of Defence Production) from time to time in regard to conditions stipulated in the Industrial Licence in terms of Para 12 & 15 of the Press Note 2 (2002 series) on adequate safety and security procedures to be put in place by the licensee and on sale of defence items produced under the industrial licence shall also be followed by the licensee for strict compliance.
143e003a-023a-4f36-8ef1-f0d919b35aa6,nda_02.txt,42,employment,obligations,undertake,1,0.125,low,176,27,The companies would be required to follow this Security Manual whenever they undertake the manufacturing of any Defence item for which they have been issued Industrial Licence.
af51332f-f380-43a6-9a11-2b6c43365441,nda_02.txt,49,rental,rent_terms,,0,0.0,low,440,68,"If any company is involved in the manufacturing of the Defence products which lie in more than one category, then either the company should clearly segregate the areas of operation/ manufacturing for different categories of products and apply the related security instructions or if the areas of operation/ manufacture are not possible to be segregated, the security instructions applicable to the higher level of security would be applied."
00db9f4a-e7cc-4535-a786-e52e5dca9848,nda_02.txt,51,service,payment_terms,charges,1,0.14285714285714285,low,189,24,"The illustrative examples of products under this category are explosives, propellants, propulsion, aircrafts, warships, battle tanks, radars, weapons, software and various types of charges."
e764b6f1-3f0d-4a7f-88a9-6b75d5a2a40a,nda_02.txt,51,service,force_majeure,,0,0.0,low,189,24,"The illustrative examples of products under this category are explosives, propellants, propulsion, aircrafts, warships, battle tanks, radars, weapons, software and various types of charges."
bf8b09fc-5146-4833-b337-adf49a075cb8,nda_02.txt,60,employment,obligations,undertake,1,0.125,low,264,43,"Immediately after this Security Manual comes into force, IB/ MHA would undertake the first security audit of all the licensed private companies in the Defence sector and based on the experience/ feedback of IB/ MHA, the Security Manual may be revised, if required."
cfd75bbe-4ff2-4827-a827-ae4d22787d04,nda_02.txt,73,employment,obligations,shall,1,0.125,low,191,29,The Indian Licensed Defence Company (ILDC) is required to give an undertaking before commencing production of defence products that it shall comply with the provisions of the Security Manual.
9948bdbc-a7de-4e58-a0c8-4f9586aec0d4,nda_02.txt,74,employment,obligations,shall,1,0.125,low,456,66,"Simultaneously, the ILDC shall take steps to create the security mechanism and apparatus in its production/manufacturing facility(ies) fully meeting the security standards prescribed in this Security Manual in order to safeguard the security of the Government classified information shared with ILDC as well as materials and end products in all phases of production activity till the end products are finally delivered/handed over to the authorized agency."
ce7ba3de-3f04-4907-9b22-7602426030ef,nda_02.txt,75,service,scope_of_work,responsibilities,1,0.16666666666666666,low,87,13,"In summary, the responsibilities of the ILDC, inter alia, mainly entail the following:-"
4bf60fae-ad28-4eba-93bd-db26d152f273,nda_02.txt,83,employment,notice_period,notice,1,0.1111111111111111,low,201,32," Reporting to the nearest Police Station and the concerned desk in the Industrial Security Branch of the Intelligence Bureau, for any adverse information about any employee(s) that has come to notice;"
